tipooperador,empresabandera,razonsocial,cuit,direccion,localidad,provincia,Longitude,Latitude
Combustibles líquidos únicamente,YPF,RIO SALADO S.R.L.,33-70857738-9,ruta 22 1.117,VILLA REGINA,RIO NEGRO,-67.07611,-39.09751
Combustibles líquidos únicamente,YPF,RIO SALADO S.R.L.,33-70857738-9,Ruta 22 Km. 1117,CHICHINALES,RIO NEGRO,-66.92901,-39.11639
Combustibles líquidos únicamente,PUMA,EL RODEO ENTRERRIANO S.A.,30-67095746-9,RUTA 11 Km 217 Y AV. PTE ILLIA,GUALEGUAY,ENTRE RIOS,-59.32314,-33.12672
Sólo GNC,BLANCA,SAGAS SRL,30-70824943-9,ACCESO DR. BASTIAN SIN NUMERO,SAN JOSE,ENTRE RIOS,-58.233165,-32.218408
Sólo GNC,BLANCA,SAGAS SRL,30-70824943-9,"RUTA PROV. Nº44 KM 5,5",FEDERACION,ENTRE RIOS,-57.962841,-31.022793
Sólo GNC,BLANCA,SAGAS SRL,30-70824943-9,AVENIDA ENTRE RIOS 237,SAN SALVADOR,ENTRE RIOS,-58.508931,-31.614468
Duales (líquidos + GNC),BLANCA,ANSEL S.A.,30-70880821-7,MORENO ESQUINA SAN JUAN,FRIAS,SANTIAGO DEL ESTERO,-65.13334,-28.6344
Duales (líquidos + GNC),BLANCA,ESTACION DE SERVICIOS RL (III),27-13006648-3,RUTA NAC 38 KM Y RUTA PROV 307,MONTEROS,TUCUMAN,-65.46781,-27.12508
Duales (líquidos + GNC),YPF,OPESSA 5TA. SECCIÓN,30-67877449-5,PASO DE LOS ANDES E/ANDRADE Y MENDOZA,MENDOZA,MENDOZA,-68.86019,-32.90191
Combustibles líquidos únicamente,AXION,DON LUIS SRL,30-70728910-0,AV. ROCA 21 Y H. YRIGOYEN 2700,COMODORO RIVADAVIA,CHUBUT,-67.51854,-45.88421
Sólo GNC,BLANCA,MORAN MANERA Y OTROS,30-67162857-4,RUTA 143 KM.582,GRAL. ALVEAR,MENDOZA,-67.691569,-34.957586
Combustibles líquidos únicamente,AXION,OPERADORA COMERCIAL SA,30-70911885-0,LA RIOJA 2024,POSADAS,MISIONES,-55.89618,-27.3685
Duales (líquidos + GNC),PUMA,CUMELCAN S.R.L.,30-69735464-2,AV.MITRE ESQ. BARRAGAN,LOBERIA,BUENOS AIRES,-58.788851,-38.159464
Combustibles líquidos únicamente,YPF,NIETOS S.A.,30-70944833-8,PTE.PERON Y NUESTROS HEROES EN MALVINAS,LOBOS,BUENOS AIRES,-59.09646,-35.19964
Duales (líquidos + GNC),YPF,NOCEDA S.A.,30-59730428-1,Warnes 236,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.44096,-34.60303
Duales (líquidos + GNC),SHELL C.A.P.S.A.,CENTRO DE SERVICIOS SAN FRANCISCO S.A.,30-68166599-0,AV. LIBERTADOR SAN MARTIN ESTE 807/853/855/871,SAN JUAN,SAN JUAN,-68.514224,-31.533611
Duales (líquidos + GNC),SHELL C.A.P.S.A.,NELSO S.A.,30-68760432-2,AGUSTIN GARZON 2590,CORDOBA,CORDOBA,-64.151109,-31.425501
Combustibles líquidos únicamente,YPF,OGNIO ANTONELLA,27-32836881-7,CAZADORES CORRENTINOS 3698,CORRIENTES,CORRIENTES,-58.80781,-27.48686
Duales (líquidos + GNC),YPF,REPARKER S.A.,30-70884770-0,JUAN B. JUSTO 4560,CORDOBA,CORDOBA,-64.17586,-31.37146
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ANTONIO MERCURI S.A.C.I.F.,30-57863665-6,RUTA 9 KM. 50 (COLECTORA OESTE),ESCOBAR,BUENOS AIRES,-58.80401,-34.35202
Combustibles líquidos únicamente,AXION,MAVAL S.A.,30-70939334-7,Fuerte San Jose 434,PUERTO MADRYN,CHUBUT,-65.04685,-42.76673
Sólo GNC,BLANCA,GARABEROS S.A.,30-70944042-6,Santa Fé 313,LOMAS DE ZAMORA,BUENOS AIRES,-58.420525,-34.753941
Combustibles líquidos únicamente,YPF,MARTHER S.A.,30-70925337-5,AVDA. FULVIO PAGANI 789,ARROYITO,CORDOBA,-63.046496,-31.422569
Duales (líquidos + GNC),AXION,ELI S.A.,30-68529905-0,RUTA NAC. 3 Nº 12594 Y L. DAVINCI,LAFERRERE,BUENOS AIRES,-58.61112,-34.7494
Combustibles líquidos únicamente,YPF,AUTOMÓVIL CLUB ARGENTINO,30-50014329-7,RUTA NACIONAL 81 KM. 484,ING. JUAREZ,FORMOSA,-61.84195,-23.90395
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ALGAVI SA,30-70825151-4,EVA PERON 2101,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.454156,-34.63932
Combustibles líquidos únicamente,YPF,ROBERTO SOTERO SANCHEZ E HIJOS SRL,30-70900194-5,HIPOLITO YRIGOYEN 963,LAGUNA LARGA,CORDOBA,-63.79772,-31.78105
Combustibles líquidos únicamente,AXION,SCHOLLES OMAR ALBERTO,23-14063213-9,RUTA NAC. 14 KM 913.5,CAMPO GRANDE,MISIONES,-54.97253,-27.22069
Duales (líquidos + GNC),SHELL C.A.P.S.A.,NILDO SANTIN LOPEZ S.A.,30-70340860-1,AV. AMADEO SABATINI 5569,CORDOBA,CORDOBA,-64.10946,-31.45857
Combustibles líquidos únicamente,YPF,FULL SERVICE SRL,30-70822514-9,Ruta 9 Km 1285,RIO SECO,TUCUMAN,-65.16572,-26.87972
Duales (líquidos + GNC),GULF,SERVICIOS RIO V S.R.L.,30-67348956-3,AV. PTE. JUAN D. PERON 1192,VILLA MERCEDES,SAN LUIS,-65.450468,-33.673998
Duales (líquidos + GNC),YPF,FULL SERVICE SRL,30-70822514-9,RUTA 9 KM 1285,BANDA DEL RIO SALI,TUCUMAN,-65.16572,-26.87972
Combustibles líquidos únicamente,BLANCA,POZO HONDO S.R.L.,30-70923814-7,RUTA NACIONAL N° 34 PARAJE LAS LOMITAS,POZO HONDO,SANTIAGO DEL ESTERO,-64.486552,-27.180996
Combustibles líquidos únicamente,AXION,GRUPO SAN GUILLERMO S.A.,30-70953379-3,SANTA FE 597,SAN GUILLERMO,SANTA FE,-61.91271,-30.3683
Combustibles líquidos únicamente,AXION,SCHOLLES OMAR ALBERTO,23-14063213-9,Ruta Nac. 14 Km 1048,SAN PEDRO,MISIONES,-54.11292,-26.61573
Combustibles líquidos únicamente,PUMA,PETROLERA DEL PARANA S.R.L.,30-70740105-9,TTE. IBAÑEZ 1195 Y PIO XII,CORRIENTES,CORRIENTES,-58.837847,-27.485181
Duales (líquidos + GNC),AXION,LA BARRANCA S.R.L.,30-66904113-2,TIERRA DEL FUEGO Y RUTA A005,RIO CUARTO,CORDOBA,-64.35387,-33.09216
Duales (líquidos + GNC),SHELL C.A.P.S.A.,BAIGAS S.R.L.,33-70931563-9,BAIGORRIA 1870,ROSARIO,SANTA FE,-60.707476,-32.893768
Duales (líquidos + GNC),AXION,GRISANTI SERVICIOS SA,30-70965747-6,BUENOS AIRES 2902,CASILDA,SANTA FE,-61.17475,-33.04887
Sólo GNC,YPF,TYBERTY S.A.,33-70882333-9,Pedro Martinez 180,VILLA TESEI,BUENOS AIRES,-58.63396,-34.61613
Sólo GNC,BLANCA,INTERGAS S.A.,30-70896896-6,"RUTA NACIONAL Nª 8 KM 222,5",PERGAMINO,BUENOS AIRES,-60.552672,-33.899264
Duales (líquidos + GNC),YPF,SUCATA S.A.,30-70827063-2,"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,-60.760026,-32.720312
Duales (líquidos + GNC),YPF,OIL PETRO SALSIPUEDES SRL,30-70797522-5,RUTA E-53 KM.22,RIO CEBALLOS,CORDOBA,-64.30007,-31.1768
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,EMFACO S.A.,30-64472746-3,ESPAÑA 479/85 Y BOULEVARD,MORENO,BUENOS AIRES,-58.787951,-34.644847
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,COMAN ADOLFO MAXIMINO,20-07680569-6,INT. CAFFARATTI 651,LAS PERDICES,CORDOBA,-63.708601,-32.697123
Duales (líquidos + GNC),BLANCA,WJC,23-08325610-9,RUTA 143 Y PROLONGACION VELEZ SARFIELD,SAN RAFAEL,MENDOZA,-68.356805,-34.664921
Duales (líquidos + GNC),YPF,S.D.S. S.A,30-70812880-1,CENTENARIO URUGUAYO 116,VILLA DOMINICO,BUENOS AIRES,-58.33944,-34.70238
Duales (líquidos + GNC),AXION,COMBUSTIBLES DE PINAMAR,30-70876137-7,"RUTA 2 KM 51,500",CNEL. BRANDSEN,BUENOS AIRES,-58.141284,-34.989028
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,EL NUEVO MASTIL,20-16586176-1,AV. SIXTO RODRIGUEZ 1096,CNEL. SUAREZ,BUENOS AIRES,-61.93343,-37.452788
Sólo GNC,BLANCA,ROCGIROCA S.R.L.,30-70908898-6,BELGRANO 620,GRAL. VIAMONTE,BUENOS AIRES,-61.034916,-34.99548
Combustibles líquidos únicamente,AXION,AGROPETROLERA CHAJARI S.R.L.,30-61502503-4,ENTRE RIOS 997,CONCORDIA,ENTRE RIOS,-58.017221,-31.391056
Combustibles líquidos únicamente,AXION,501AGROPETROLERA CHAJARI S.R.L.,30-61502503-4,RUTA 14 KM 321,CHAJARI,ENTRE RIOS,-58.04425,-30.8185
Combustibles líquidos únicamente,BLANCA,AGROPETROLERA CHAJARI S.R.L.,30-61502503-4,AVENIDA DOCTOR CASILLAS S/N,CHAJARI,ENTRE RIOS,-58.010036,-30.761698
Duales (líquidos + GNC),YPF,FSM FULL SERVICE S.R.L.,30-70924006-0,48 756,ENSENADA,BUENOS AIRES,-57.90905,-34.86825
Combustibles líquidos únicamente,YPF,COMBUSTIBLES LA COLONIA S.A.,30-70945356-0,AV. BERNARDINO RIVADAVIA 2410,LANUS,BUENOS AIRES,-58.41835,-34.68951
Combustibles líquidos únicamente,BLANCA,GRUPO LOS ABETOS SRL,30-70945912-7,PELLEGRINI 901,PUNTA ALTA,BUENOS AIRES,-62.07092,-38.87538
Combustibles líquidos únicamente,YPF,GRUPO LOS ABETOS SRL,30-70945912-7,RIO LIMAY 2,PUNTA ALTA,BUENOS AIRES,-62.09073,-38.8544
Sólo GNC,BLANCA,GRUPO LOS ABETOS SRL,30-70945912-7,COLON 3000,PUNTA ALTA,BUENOS AIRES,-62.09073,-38.8544
Combustibles líquidos únicamente,BLANCA,GRUPO LOS ABETOS SRL,30-70945912-7,QUINTANA ESQUINA PASSO,PUNTA ALTA,BUENOS AIRES,-62.08078,-38.8695
Combustibles líquidos únicamente,BLANCA,SCHAFER ALDO ROGELIO,20-16285230-3,RUTA NACIONAL 14 KM 826,CERRO AZUL,MISIONES,-55.50152,-27.64291
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESTACION DE SERVICIO SANTA MARIA,20-93683524-5,SAN MARTIN 2171,SANTA MARIA DE LA PUNILLA,CORDOBA,-64.463606,-31.274856
Duales (líquidos + GNC),AXION,SERVICIOS LUARCA S.A.,33-70961971-9,AV. GAONA 8591 (EX AV. PTE. PERON 8591),ITUZAINGO,BUENOS AIRES,-58.69057,-34.62832
Combustibles líquidos únicamente,YPF,HUGO JOSE MIJOEVICH,20-12723912-7,SAN MARTIN 1344,BIGAND,SANTA FE,-61.18237,-33.3761
Combustibles líquidos únicamente,PUMA,CARGO SRL,30-67268876-7,RUTA 7 - PQUE. INDUSTRIAL,CENTENARIO,NEUQUEN,-68.12222,-38.84725
Duales (líquidos + GNC),BLANCA,CO.SE.GA,30-54568228-8,"RUTA NACIONAL 152 KM 24,6",GRAL. ACHA,LA PAMPA,-64.55239,-37.36105
Duales (líquidos + GNC),PUMA,DI PALMA SRL,30-70958101-1,MENDOZA 7637,ROSARIO,SANTA FE,-60.7257,-32.940834
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,KEH - GAS S.A.,30-64180351-7,E. Venini ruta 188,PERGAMINO,BUENOS AIRES,-60.55172,-33.89607
Combustibles líquidos únicamente,BLANCA,ESTACION DE SERVICIO MARTINS MARIA JIMENA,27-27115012-7,RUTA NACIONAL 21 KM 279,GRAL. LAGOS,SANTA FE,-60.540579,-33.1162
Duales (líquidos + GNC),AXION,QUICA S.A.,33-70889153-9,CNO.CENTENARIO ESQ.466,CITY BELL,BUENOS AIRES,-58.047072,-34.864192
Duales (líquidos + GNC),REFINOR,ESTACION EL BAJO S.A.,30-70904050-9,AV. BENJAMIN ARAOZ 93,S.M. DE TUCUMAN,TUCUMAN,-65.19584,-26.83308
Sólo GNC,BLANCA,SENDA VERDE SRL,30-70844575-0,AV. PALAU ESQ. CALVENTE,ROSARIO DE LA FRONTERA,SALTA,-64.96985,-25.79937
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ALFA SUR S.R.L,33-67762323-9,AV.VALPARAISO 4490,CORDOBA,CORDOBA,-64.186904,-31.464846
Duales (líquidos + GNC),BLANCA,L.P. GAS S.A.,33-70909613-9,72 Nro. 1352 Esq. 22,LA PLATA,BUENOS AIRES,-57.942774,-34.94571
Combustibles líquidos únicamente,DAPSA S.A.,PETROLOBOS S.A.,30-70981157-2,RUTA 41 KM 175,LOBOS,BUENOS AIRES,-59.11475,-35.19519
Sólo GNC,BLANCA,BLAT S.A.,30-70957506-2,colectora ruta 6 184,LOS CARDALES,BUENOS AIRES,-58.990374,-34.325148
Combustibles líquidos únicamente,YPF,PETROSURCO S.A.,30-61534113-0,CALLE 32 Nº 677,GRAL. PICO,LA PAMPA,-63.74796,-35.65491
Duales (líquidos + GNC),AXION,ECONOMIC FUEL S.R.L.,30-70872121-9,BOULERVAR CONCORDIA 885,SAN SALVADOR,ENTRE RIOS,-58.49776,-31.61703
Duales (líquidos + GNC),YPF,OPESSA,30-67877449-5,AV. SAN MARTÍN Y URIBURU,ROSARIO,SANTA FE,-60.64624,-32.99034
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,LA COLONIA S.A.,30-68449078-4,MENDOZA 1401 Y 9 DE JULIO,GRAL. ROCA,RIO NEGRO,-67.564417,-39.030734
Sólo GNC,BLANCA,GNC EXPRESS S.C.,30-70773163-6,GODOY 1107,NEUQUEN,NEUQUEN,-68.117206,-38.942692
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SBS OIL S.A.,30-70990349-3,AV. PTE. PERON 399,SAN FERNANDO,BUENOS AIRES,-58.561496,-34.43619
Sólo GNC,BLANCA,BATAGLIA MARCELO BENITO,20-13783790-1,RUTA PROVINCIAL Nº 20 KM 54,URDINARRAIN,ENTRE RIOS,-58.867919,-32.686574
Combustibles líquidos únicamente,BLANCA,PRUNDER S.A.,30-55774855-1,Comandante Hillcoat 751,AMERICA,BUENOS AIRES,-62.980307,-35.496992
Combustibles líquidos únicamente,AXION,POZZO ARDIZZI S.A.,30-70808683-1,RUTA NACIONAL 3 NRO 966 KM 966,VIEDMA,RIO NEGRO,-63.01938,-40.81344
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ITAL PAVON S.A.,30-70960906-4,H. YRIGOYEN 345,AVELLANEDA,BUENOS AIRES,-58.375545,-34.661188
Duales (líquidos + GNC),BLANCA,LA CALDERA S.A.,30-70835438-0,AVDA SAN MILLAN 65,CERRILLOS,SALTA,-65.48591,-24.89919
Duales (líquidos + GNC),BLANCA,ESTACION R.L. IV,27-13006648-3,AV. BELGRANO Y MOSCONI,BELLA VISTA,TUCUMAN,-65.30681,-27.03368
Sólo GNC,BLANCA,MANESA S.A.,30-70788022-4,FLORENCIO VARELA 136,BERAZATEGUI,BUENOS AIRES,-58.232155,-34.755156
Duales (líquidos + GNC),PUMA,GENERACION CARO S.A.,30-70986360-2,RUTA 188 Y CALLE 22,BOWEN,MENDOZA,-67.4899,-34.97766
Combustibles líquidos únicamente,YPF,ESTACION DE SERVICIOS EL TRIUNFO SRL,30-70878064-9,OLAVARRIA ESQ. RIOJA,SALTA,SALTA,-65.43263,-24.79711
Combustibles líquidos únicamente,BLANCA,SAN ANTONIO SRL,30-55369165-2,AV. SAN MARTIN 4523,COLONIA CAROYA,CORDOBA,-64.055608,-31.026366
Duales (líquidos + GNC),BLANCA,CINKO S.R.L.,30-70987595-3,AV. BERNARDINO RIVADAVIA 601 Y FREIRE,AVELLANEDA,BUENOS AIRES,-58.38832,-34.66812
Duales (líquidos + GNC),PUMA,ZEN S.A.,30-70927219-1,ENRIQUE CARBO 878,PARANA,ENTRE RIOS,-60.52094,-31.74286
Sólo GNC,BLANCA,DEL GOLF COMBUSTIBLES S.A.,30-70909102-2,Avda.Alvear 2484,JOSE INGENIEROS,BUENOS AIRES,-58.53732,-34.615824
Combustibles líquidos únicamente,YPF,DEBORA NATALIA MARTINEZ,27-26925586-8,Belgrano y Saénz Peña 0,PIEDRA BUENA,SANTA CRUZ,-68.91217,-49.98396
Duales (líquidos + GNC),SHELL C.A.P.S.A.,MARIO A.ONOFRIO S.R.L,30-70878840-2,AV.ALEM 547,CORDOBA,CORDOBA,-64.168211,-31.395329
Duales (líquidos + GNC),GULF,DEMAR S.A.,30-70939711-3,EVA PERON 32,CRUZ DEL EJE,CORDOBA,-64.803044,-30.726087
Sólo GNC,BLANCA,DEMAR S.A.,30-70939711-3,EVA PERON 1421,CRUZ DEL EJE,CORDOBA,-64.790369,-30.737379
Duales (líquidos + GNC),YPF,ESTACION INTEGRAL LAS AMERICAS SA,30-70958370-7,PTE. PERON 2176,BANFIELD,BUENOS AIRES,-58.43025,-34.74335
Duales (líquidos + GNC),YPF,BLASCO CAROLINA MARIA MARCELA,27-14775925-3,RUTA NAC. 9 KM. 1784,TILCARA,JUJUY,-65.3974,-23.57284
Duales (líquidos + GNC),YPF,LAFECOM SA,30-68709129-5,AV SIR ALEXANDER FLEMING 1070,MARTINEZ,BUENOS AIRES,-58.52334,-34.491605
Duales (líquidos + GNC),YPF,TARSVA S.A.,33-70918344-9,MARCELO T. DE ALVEAR 2701,CASEROS,BUENOS AIRES,-58.54049,-34.61656
Sólo GNC,BLANCA,GALO S.R.L,30-70988862-1,REPUBLICA DEL LIBANO (S) 66,LA BANDA,SANTIAGO DEL ESTERO,-64.247164,-27.738566
Combustibles líquidos únicamente,PUMA,MARCELO H. PASTORINO,23-16606198-9,AV. SAN MARTIN 313,COPETONAS,BUENOS AIRES,-60.451701,-38.721938
Duales (líquidos + GNC),BLANCA,SOLAR GAS S.A.,30-70924568-2,Nicolas Avellaneda 1811,AVELLANEDA,BUENOS AIRES,-58.34805,-34.65543
Sólo GNC,BLANCA,ASPRO MZA S.A.,30-70820194-0,ACCESO SUR 8021,LUJAN DE CUYO,MENDOZA,-68.839797,-32.964961
Combustibles líquidos únicamente,BLANCA,ARANEGA JUAN IGNACIO Y ARANEGA KARINA ANDREA,30-70902494-5,JULIO C.COUSTE 897,MAYOR BURATOVICH,BUENOS AIRES,-62.61563,-39.25861
Boca de expendio de sólo GLPA,BLANCA,SIFER GAS S.A.,33-71097065-9,Av. Maipú 801,CORRIENTES,CORRIENTES,-58.823237,-27.486047
Duales (líquidos + GNC),YPF,PARADOR DON VALENTIN S.R.L.,30-70781426-4,"AUT. RUTA 20, RUTA 2 Y ACCESO",LA TOMA,SAN LUIS,-65.637016,-33.061004
Combustibles líquidos únicamente,BLANCA,COOPERATIVA AGROPECUARIA LIMITADA DE MAXIMO PAZ,30-53075059-7,RUTA 90 (EX RUTA 177) Y ACCESO 25 DE MAYO,MAXIMO PAZ,SANTA FE,-60.95351,-33.49484
Sólo GNC,BLANCA,DEL VALLE GNC SRL,30-69427178-9,AV. LAFINUR 15,SAN LUIS,SAN LUIS,-66.343915,-33.314319
Combustibles líquidos únicamente,YPF,FERRARO Y CIA. S.A.,30-70974409-3,AV. RIVADAVIA Y CRUZ MARQUES,LAS FLORES,BUENOS AIRES,-59.109309,-36.021495
Duales (líquidos + GNC),PUMA,CHICOM S.A.,33-70889105-9,"AV. GAUUS ,ESQ GOBERNADOR OLMOS 5226",VILLA BELGRANO,CORDOBA,-64.252769,-31.361705
Combustibles líquidos únicamente,YPF,PETROGUAZZ S.A.,30-70783593-8,AV. SAN MARTIN 390,TRENQUE LAUQUEN,BUENOS AIRES,-62.73312,-35.97117
Duales (líquidos + GNC),YPF,ESTACION DE SERVICIOS INDEPENDENCIA S.R.L.,30-70943761-1,AV. INDEPENDENCIA 775,SALTA,SALTA,-65.40584,-24.80784
Duales (líquidos + GNC),REFINOR,CAR GAS S.A.,30-70936578-5,Avda. Siria 920,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.207895,-26.817081
Sólo GNC,BLANCA,VIII GRAZZIA S.A.,30-70944282-8,AV. MITRE 420,VILLA MARTELLI,BUENOS AIRES,-58.501432,-34.545332
Duales (líquidos + GNC),SHELL C.A.P.S.A.,PETRO NORTE GNC SRL,30-70893164-7,PTE ARTURO ILLIA 6900,JOSE C. PAZ,BUENOS AIRES,-58.728884,-34.509058
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ENERQUEN S.A.,30-69735235-6,RUTA 228 KM.1,NECOCHEA,BUENOS AIRES,-58.759807,-38.52789
Sólo GNC,BLANCA,S.D.A. S.A.,30-70946172-5,SAN MARTIN 7881 - CARRODILLA,LUJAN DE CUYO,MENDOZA,-68.853604,-32.964911
Duales (líquidos + GNC),YPF,MENDOZA FUNDACIONAL S.A.,30-70918662-7,CORONEL BELTRAN 634,MENDOZA,MENDOZA,-68.82747,-32.87893
Combustibles líquidos únicamente,PUMA,COMBUSTIBLES QUEQUEN S.A,30-70763914-4,578 Nº2778,NECOCHEA,BUENOS AIRES,-58.707815,-38.53444
Sólo GNC,BLANCA,NAON GNC SA,30-70917910-8,CONGRESO 3820,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.47683,-34.562909
Duales (líquidos + GNC),YPF,PETRO OESTE GNC SRL,30-70898536-4,AV RIVADAVIA 12300,CIUDADELA,BUENOS AIRES,-58.5371,-34.64011
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ZAMPAR MARIA CRISTINA,27-26461358-8,RUTA 34 M 387,CERES,SANTA FE,-61.932688,-29.880206
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,CARACAS COMBUSTIBLE SRL,30-71001101-6,AV. GAONA 2886 Y CARACAS,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.466406,-34.616842
Duales (líquidos + GNC),BLANCA,SENA HUMBERTO FABRICIO,20-22562563-9,AV BODEREAU 9185,CORDOBA,CORDOBA,-64.288492,-31.316479
Combustibles líquidos únicamente,YPF,"URANGA,PEAGUDA Y OTROS SH",30-69126808-6,PRIMERA JUNTA 3263,MUNRO,BUENOS AIRES,-58.54609,-34.53666
Combustibles líquidos únicamente,PUMA,SINDICATO DE CHOFERES DE CAMIONES DE RIO NEGRO,30-64729989-6,RUTA NACIONAL 22. KM 1200,ALLEN,RIO NEGRO,-67.848085,-39.002376
Sólo GNC,BLANCA,MER-GAS S.A.,30-64342883-7,AV 40 Y 47 S/N,MERCEDES,BUENOS AIRES,-59.44007,-34.6432
Duales (líquidos + GNC),GULF,MAR SAN S.R.L.,30-63198203-0,PAULA ALBARRACIN DE SARMIENTO 1984 (SUR),SAN JUAN,SAN JUAN,-68.54692,-31.5544
Sólo GNC,BLANCA,COMBUSTIBLES Y SERVICIOS SRL,30-70943345-4,BENAVIDEZ 899 OESTE,CHIMBAS,SAN JUAN,-68.542685,-31.510939
Duales (líquidos + GNC),SHELL C.A.P.S.A.,SERVICIOS LUARCA S.A.,33-70961971-9,"AV. CONSTITUCION 7751, ESQ. RIZZUTTO",MAR DEL PLATA,BUENOS AIRES,-57.580887,-37.951021
Combustibles líquidos únicamente,BLANCA,AGRICULTORES FEDERADOS ARGENTINOS S.C.L.,30-52571862-6,RUTA 18 KM 50,SANTA TERESA,SANTA FE,-60.772901,-33.433971
Duales (líquidos + GNC),DAPSA S.A.,ESTACION DE SERVICIO DE LA COOPERATIVA AGRICOLA GANADERA LOS CONDORES,30-53332477-7,AV. RIO CUARTO 190- LOS CONDORES,LOS CONDORES,CORDOBA,-64.28316,-32.32061
Combustibles líquidos únicamente,BLANCA,SOC.COOP.AGRIC.GANAD.LTDA,30-52653528-2,PTE. ALVEAR Y GOETHE,GRAL. SAN MARTIN,LA PAMPA,-63.60197,-37.98202
Combustibles líquidos únicamente,BLANCA,SOC.COOP.AGRIC.GANAD.LTDA.,30-52653528-2,9 DE JULIO 34,VILLA IRIS,BUENOS AIRES,-63.234711,-38.175236
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,RODTEAM S.R.L.,30-70999116-3,RUTA 36  ENTRE 15 Y 15 A,BERAZATEGUI,BUENOS AIRES,-58.254766,-34.787899
Combustibles líquidos únicamente,PUMA,GESAL S.A.,30-70752960-8,AV CIRCUNVALACION 795,ALEJANDRO ROCA,CORDOBA,-63.72415,-33.34641
Duales (líquidos + GNC),YPF,PETROGAS TANDIL S.A.,30-64214650-1,Avda España 597,TANDIL,BUENOS AIRES,-59.13884,-37.32309
Combustibles líquidos únicamente,AXION,JYF S.R.L.,30-70906995-7,AVDA BELGRANO ESQ. AVDA ITALIA S/N,CATAMARCA,CATAMARCA,-65.775399,-28.460506
Sólo GNC,BLANCA,NIKSS SA,30-70878033-9,"RUTA 50 KM 74,500",AYACUCHO,BUENOS AIRES,-58.516319,-37.148276
Duales (líquidos + GNC),AXION,BELZA ANDRES CARLOS ( RUTA 3),20-08293079-6,RUTA 3 Y COSTANERA,SAN LUIS,SAN LUIS,-66.32944,-33.31389
Combustibles Líquidos + PRVE,AXION,ZAMBON GLADYS E. Y LILIANA B.,30-66979320-7,RUTA NAC. 14 KM 429,COLONIA LIBERTAD,CORRIENTES,-57.76774,-30.03971
Duales (líquidos + GNC),SHELL C.A.P.S.A.,JUAN JOSE SUAREZ,20-25366883-1,AV. SAN MARTIN Nº 23,BALCARCE,BUENOS AIRES,-58.244806,-37.83807
Duales (líquidos + GNC),REFINOR,PARQUE BELGRANO SRL,33-70919493-9,AVENIDA BELGRANO 4300,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.255274,-26.808091
Duales (líquidos + GNC),YPF,J B SERVICIOS Y COMBUSTIBLES S.A.,30-70949810-6,AV CROVARA 4625,SAN JUSTO,BUENOS AIRES,-58.542555,-34.700053
Duales (líquidos + GNC),REFINOR,ESTACION EL BOSQUE S.A.,30-71006472-1,AVENIDA BELGRANO 2297 ESQ. EJÉRCITO DEL NORTE,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.22884,-26.81304
Sólo GNC,BLANCA,GNC EL TALAR S.A.,30-70947478-9,AV. HIPOLITO IRIGOYEN 1631/45,EL TALAR DE PACHECO,BUENOS AIRES,-58.645369,-34.466053
Combustibles líquidos únicamente,AXION,MENENDEZ Y CIA SRL,30-64824349-5,AV. ARISTOBULO DEL VALLE 5621,SANTA FE,SANTA FE,-60.69769,-31.61611
Duales (líquidos + GNC),PUMA,EUSKERA SRL,30-70881123-4,AV ALTE BROWN 399,BOLIVAR,BUENOS AIRES,-61.11106,-36.22706
Sólo GNC,BLANCA,ASPRON S.R.L.,30-70992714-7,LAPRIDA 20,LA BANDA,SANTIAGO DEL ESTERO,-64.236609,-27.731273
Duales (líquidos + GNC),AXION,JOSE AFID SCHAMUN S.R.L.,30-70978392-7,Senador Luis Salim 1300,FRIAS,SANTIAGO DEL ESTERO,-65.11474,-28.63867
Combustibles líquidos únicamente,YPF,CARTUJA S.A.,30-70965800-6,SAAVEDRA 27,CNEL. MOLDES,CORDOBA,-64.593042,-33.621756
Sólo GNC,BLANCA,GNC DEL SUDESTE S.A.,30-70981435-0,JUJUY 2210,MAR DEL PLATA,BUENOS AIRES,-57.558296,-37.999588
